Alpha,Beta,Theta
-0.049305722874412934,-0.013329455247803103,-0.15058256112975701
-0.058962174387232516,0.02640357449786839,-0.0925489995292651
0.041143476388440126,-0.021544567815344796,0.09040708699178708
0.008308166340804028,0.003721339969358608,0.10551458026408891
-0.005050305322780462,-0.011849456078167177,-0.20807243024740849
-0.005262604937057458,0.02782568363413858,0.03719709130643904
-0.012789169878271682,-0.016553343906306077,-0.025829762602335223
0.027901143581850123,0.008261227508308232,0.19910870730346214
-0.017740277095009086,0.024599289056656114,-0.08759939635736697
-0.029976740839597782,-0.01997478098311699,-0.2687764217909249
-0.031845802867411704,0.0033851749974939407,0.6417680789452578
-0.0959588603346852,0.009412233674714665,0.4741169971214357
0.18612582418196297,-0.030513569490000007,-1.6794802409628502
-0.023504309030223852,-0.024832758094919506,0.7988837179521546
-0.014333617721844296,0.04368925650348791,-0.07586488005845951
0.004617867421060459,-0.02411242770568286,0.22045136387013237
0.056468169610242126,0.0007019622756308763,-0.16803933100200194
-0.037822528866813566,0.01446788947406077,-0.11244431807468011
-0.09102106139783596,-0.012587547735319329,0.5342511305704083
0.12116591604798427,0.02158235705550254,-0.34036768478272394
-0.06810389485285197,-0.007594588786395731,-0.2922277718253639
0.04575276923606559,-0.0029336865681100655,0.347118119206104
-0.03394511872242004,0.008117464800394191,-0.2754886198364717
-0.00997427810774389,-0.007961084425026427,0.1690577001843947
0.07961704585762797,0.00549248557513343,-0.12141206807152347
0.02441495904699189,-0.0051208035576127565,0.5364988631080325
-0.07265643768208105,-0.004400004924052325,-0.5656677013527945
0.027067066268577827,0.022712477480366058,0.15382452763265136
-0.05146627935208171,-0.0028687613022302873,0.04176807831099866
0.029258137093675137,-0.019971202775177978,-0.010922797164936852
-0.03840051268590001,0.020292361451680598,0.059658386352609866
0.04818735732547586,-0.041067043776579396,-0.13398482814865692
0.17164764955532769,0.011618007608607863,0.32424470897748153
-0.16330618107136516,0.009843802932384653,-0.3273713286434367
-0.03476279970570742,0.029482555757729737,0.061479847708733305
-0.018811912883615424,0.002800098951850325,0.09282066433530474
0.0586020369063988,-0.010976713388009571,0.1079592167620744
-0.02434299113912289,-0.004082227491099228,-0.12329437501995635
0.020041924903859063,-0.02217342687047723,-0.02994235901792349
-0.05339254260338804,0.0012665905119877774,-0.021900530298474764
0.051194921319841435,0.03211318094851373,0.18038631364349364
0.07770555163085509,-0.03580694521575081,-0.02159576284210896
-0.10283305890003704,0.00792870037707523,-0.4349746936828646
0.04989260175595074,-0.014216680145499776,0.28166749901569926
-0.04948417874786287,0.03640814015204213,-0.14985249387622523
0.022438712684498804,0.0005571717127701392,0.04322545000434172
0.002516025656333971,-0.008080319345530702,-0.09710683797905684
-0.024719489004743887,-0.009330612700189853,0.2255664830652089
0.040127762628901914,0.04951054296886706,-0.1563647201832566
-0.1565479847639604,-0.0758562945499928,-0.03276864965207185
0.14957757456405346,0.019487400372504276,0.14411874010270798
-0.10719682730387385,0.004256965224009068,-0.3805318350981379
0.09305958388259768,-0.014831866770237258,0.45457302654915593
-0.026060750364677164,0.0553084772916041,-0.14497834655423755
0.01205266868288948,-0.028224805932175193,0.07037773479680232
-0.010365905227739508,-0.0008747955089309833,-0.18256136908193965
0.014938453789595503,0.013783105401413632,0.24159075706563193
0.009178371458582938,-0.002084302952358756,-0.08634206914203098
0.12917146749014843,-0.0564651725932907,-0.15166913891786696
-0.1774566559685502,0.07400349845806865,-0.3709627620215856
0.023189646711130118,-0.030150811885667494,0.5924257402594779
-0.007119436344243524,0.013037557905869974,-0.05946609383152108
-0.003317276298127787,-0.0038125072988711307,0.010242335139496888
0.04291091533222728,-0.012065530215393987,-0.026045481719034883
-0.04721550694342486,-0.0070959740526849125,-0.010620771588221318
0.03191698441310212,-0.0023615533239525277,0.022460720070197945
-0.06934652936502238,-0.004488769668547741,-0.09573649006228978
0.14017897403618565,0.011808028827836355,0.3943214972406195
-0.08411458623148511,0.0022289455663774137,-0.2693571237631569
0.010103620034535528,-0.0043397187757062295,-0.08257687189695978
-0.018839149615859738,-0.0093202775929152,-0.03534695671696368
-0.037285560306730074,0.0269620529933659,0.11135966366878573
0.08352459708948444,0.00028694969422331517,0.10565022910285946
0.012689226239524967,-0.0108645003045589,-0.3200363560192176
-0.02659624777282727,-0.0013564254825612476,0.16537130051754134
-0.15019265864000836,0.01996622931885753,0.5578667871611054
0.15381859910211002,-0.01951046078680533,-0.5618411003244694
-0.033804247809347,-0.028294373789204456,0.010288108478865037
0.016132671712657264,0.03375340507998008,0.058763751198440656
-0.024885519755143727,0.009698270625428265,0.07003942428473948
0.06564780678859983,-0.03546651435611656,-0.13898499580138424
