Alpha,Beta,Theta
-0.04189611664921949,-0.021116383535629914,-0.2716166400080946
0.017410447848584826,-0.0011303372931886458,0.02736735132057351
0.020637337882985697,-0.0062434712626838924,-0.12178704025140533
0.004487248114680469,0.040611629979071334,0.19124543443750888
-0.02769267140700631,-0.0036898744767891413,-0.20250847878491116
-0.043135593739155736,-0.027216541190933464,0.016180042526547853
0.05800722884025086,-0.013974825668587175,0.392949909794287
0.028231084923597115,0.051776496066999106,-0.3790140649002076
-0.060383565380295295,-0.02912732914443854,0.13921444679739353
0.02821217599286888,0.03522485434424645,0.013709435494701548
-0.0242794680601072,-0.04363817907395739,0.3052910779868492
0.00817039899413035,0.044394545862668604,-0.2849037686227701
0.012672186000780395,-0.034731675150382946,-0.19141892057701493
0.027668457362508194,-0.00472480218119788,0.003005194356893144
-0.08658306737298893,-0.05014094980311768,0.00298361935280564
0.06796680621401165,0.0778935361192849,0.22635452545313345
0.008931649352527785,0.0003945977105883358,-0.38166328424261536
-0.11412345076742395,-0.005686840665307566,0.4135848600596724
0.10985882877240848,0.002999036161152162,-0.21740393829435262
0.1956039329466462,-0.04192557855797919,0.5962926188641277
-0.24404454390222632,0.0010577090592328098,-0.7893639233557382
-0.005576274107914951,0.007187586585532237,0.325856767696296
-0.012135128147682979,0.04554110142076794,-0.7190582703386257
0.07226686071733385,-0.023350854849545417,0.5646149847809823
-0.00629687473419948,-0.012212878963901481,0.34555853653190943
0.003696778472062228,0.013221351362462528,-0.31080201522506634
-0.03262297275459262,0.001085355671596746,0.1236392286715163
0.07811228728621467,-0.014405406874247583,-0.3569705001883829
-0.08737339897987267,0.006392653318300248,0.1860014795106077
0.03492261009688334,-0.005763745898704879,0.03303082985640386
-0.02670097139969212,0.021739550574475804,0.2165020842556221
0.0017303597938271053,-0.01825935336113582,-0.3169361049077697
-0.020770868090437558,0.012967876910064175,0.2418756186402895
0.02060818145047353,-0.008130499626280105,0.003233457086275173
-0.09012433703155402,0.010483967859657248,0.18370139878268518
0.09985550517868819,0.005951021016422491,-0.27499165763788397
0.0014007596183706638,-0.03949638376996372,-0.1740173832360616
0.010196299250537545,0.016309699901400982,0.1229673119406452
0.02545441968964413,0.03716774917792158,0.09033714912626443
0.05371281342891836,-0.07358678861454643,-0.11609861943523059
-0.09322205937500083,0.006529399408208612,0.09623515739648719
0.021218288865937362,0.04263682311184055,-0.038475132157356345
-0.02415896111895261,-0.004996041657184574,0.06002013771321962
0.0003981107328467237,-0.03255058747727677,0.0033344997056700887
0.02172767117021571,0.02673438337130042,0.044335574402960945
0.08304547847091782,0.03600811193303447,0.01856156791550637
-0.12474542221664763,-0.034583857061355125,-0.33974719662000225
-0.01559769405685497,-0.0024322703684839463,0.43320786159807617
0.05599473021378877,0.02357750310769515,-0.04921731202159847
-0.023828144491150286,-0.042087754383237926,-0.1662625926609044
0.06458179773729647,0.019676386200929593,0.13394395534654369
-0.05759749183545213,0.021465949050695467,-0.10518380820718397
-0.009107898191596395,0.0037831996667682423,0.11887032275644355
0.007138105597511273,-0.021341096880959354,-0.17461879247539513
0.0202433546930213,-0.0021876120930975594,0.20799854473428805
0.010763613499489032,-0.01151310272272898,0.04105828516032652
-0.030022704202545953,-0.009057597770836576,-0.21634529490344778
-0.011298550600234351,0.01835778276300096,-0.12957130025783414
0.0040217591029220665,0.04368643893712676,-0.1278881301845121
0.009870863005992598,-0.016683663278076313,0.31730463943339954
0.01258078916091281,-0.01436312298543121,0.038621615838115346
0.07522528226547613,0.0006285854805459578,0.3706415411619273
-0.010910170868277893,-0.04961926013640291,-0.5419860237021448
-0.061657392085989644,0.062453891745304004,0.4502708488971245
0.04047072378062129,-0.03504872735385442,-0.6868959163513908
-0.06138869815705446,0.019087309243162577,0.4034941497462878
0.07507301790461528,-0.02318516032496147,-0.20105300452233407
-0.034093348093664454,0.010667365351781099,0.15932816927999144
-0.02502107941902655,-0.01122258960077088,-0.4663324714149011
0.027970175114986943,-0.005776822448738521,0.47752311324827185
0.04956527726172025,0.0825049600326232,-0.038732579743966704
-0.1437308613281805,-0.05168989041125141,-0.025324117284911445
0.07293523277898131,0.01563812526435437,0.3093068039845862
0.014133528532983464,-0.03096029930330875,-0.5080499228401192
0.07730420766617227,-0.004023245105192768,-0.40298723978529666
-0.05829024135961021,0.008537364191455045,0.9041898016082724
-0.05803299546037776,0.009497753800767174,-0.3057489836894762
-0.01083829287576461,-0.0061648167011835705,-0.34549470648914465
-0.0004634964374267847,0.005509763040514217,0.016532687405945837
0.0073222411926321925,-0.013592551501562715,0.5211713121751438
0.009967946517209674,0.013444245648116408,-0.2579984304099885
-0.010690578821889032,0.018858935958337833,0.05171633898487521
0.01924512676994656,-0.03384965859238867,0.23897107899041273
-0.00374185988873009,0.03149768726278199,-0.21096252450826164
-0.012611208672267291,-0.040948625042820395,0.01606276003594168
