Alpha,Beta,Theta
-0.016272345453298618,-0.001497507888248002,-0.07563047273897862
0.0010139980946739734,0.00037265259580268714,-0.023109227354345938
-0.02517413625521435,0.030153957835952747,-0.021754981062112558
0.02546080040383003,-0.02549012171354849,0.0008324079088620961
0.020334047517454795,-0.035235017702490365,-0.029696139349251957
0.05354660321937707,0.029865817691311528,0.19969258888873895
-0.0813586865970059,0.009417678378930682,-0.20999665244325205
-0.004716422347882221,-0.008455791829004276,0.09221963327259938
-0.006489880409380336,0.01603780743440236,0.03137974054073899
0.08053401786986808,-0.08115388201761008,-0.15788551826922442
-0.07694204997592825,0.04636681227393699,0.10056026229126917
-0.017288521146206774,-0.010586609115048376,0.03003684311922891
0.012010668601275467,0.06020251053295308,-0.04809847275431446
0.00831838483038979,-0.05772587060087805,0.009550246807469423
0.03708464809486045,0.06066133027283991,0.04367911305243622
-0.015819736749972675,-0.0281633809536613,-0.013365880212497955
-0.039961898775553235,0.022870461475665193,0.08895996523217901
0.022043108518678717,-0.05008025295526398,-0.043044391326940816
-0.02002287361513076,0.028392321204529374,-0.1601103327601443
0.049341759058435256,-0.002329763729600618,0.17131836952966262
-0.029479492599564505,-0.007525423686515253,-0.056945278726029176
-0.018835900484567816,-0.006905603684759001,0.06149265951453522
0.004385293250054744,-0.02672089947425574,-0.04153181833634592
0.016887421569507587,0.04851916491121294,-0.09236173194974111
0.02020681086591068,-0.024650165118320758,0.06807495395964105
-0.017785713707049126,0.008630079835611829,0.004579274446838702
0.002166873355760801,0.013030104381553685,0.10884227392834514
-0.014579003625325762,0.002999824248708869,-0.11815766930812584
-0.024954299002137553,-0.013869876660471805,-0.04090910918621952
0.02520765195769142,-0.004983529648562226,0.052903585317002066
-0.014738465485716308,0.009473695945602713,0.042277709236863144
0.018113520559390087,0.002979712923764146,-0.20360709548276332
0.005030239857975378,0.00017346653881521233,0.13122404154344408
0.045963235511845495,-0.031726303965533074,-0.07269631792396772
-0.08744916684468834,0.024756538279309622,0.16867377312075504
0.05065649909689492,0.017095201363616593,-0.0485211064541226
-0.0027156359266408063,0.010532507607952706,-0.058421522392612585
-0.0310690783566705,-0.015742779394124284,0.06411616701540902
0.016173660277469998,-0.026110771140205123,-0.03158505764719733
0.023160357046743355,0.011148797104888768,0.02846502765083473
0.033064802821651994,-0.0032055421455130604,0.036909150131665756
